,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
240,0 days 01:13:35.038000,TSU,22,0 days 00:01:18.061000,20.0,6.0,,,26.793,17.518,33.75,0 days 01:12:43.770000,0 days 01:13:01.288000,0 days 01:13:35.038000,285.0,322.0,304.0,325.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:12:16.977000,2025-03-14 02:27:44.986,1,,False,,False,True,78.061,78.061
241,0 days 01:15:16.813000,TSU,22,0 days 00:01:41.775000,21.0,6.0,,,35.939,20.846,44.99,0 days 01:14:10.977000,0 days 01:14:31.823000,0 days 01:15:16.813000,246.0,274.0,271.0,155.0,False,SOFT,3.0,True,Racing Bulls,0 days 01:13:35.038000,2025-03-14 02:29:03.047,12,,False,,False,True,101.775,101.775
242,0 days 01:18:05.956000,TSU,22,,22.0,6.0,,,42.861,30.375,95.734,0 days 01:15:59.873000,0 days 01:16:30.278000,0 days 01:18:05.956000,158.0,167.0,101.0,240.0,False,SOFT,4.0,True,Racing Bulls,0 days 01:15:16.813000,2025-03-14 02:30:44.822,1,,False,,False,False,,168.96999999999997
243,0 days 01:19:35.804000,TSU,22,,23.0,6.0,,0 days 01:19:35.804000,32.388,18.767,,0 days 01:18:38.381000,0 days 01:18:57.082000,,276.0,270.0,,254.0,False,SOFT,5.0,True,Racing Bulls,0 days 01:18:05.956000,2025-03-14 02:33:33.965,1,,False,,False,False,,
244,0 days 00:23:30.545000,ALB,23,0 days 00:01:40.296000,1.0,1.0,0 days 00:21:52.349000,,40.239,19.709,40.348,0 days 00:22:30.709000,0 days 00:22:50.344000,0 days 00:23:30.632000,260.0,297.0,300.0,194.0,False,MEDIUM,1.0,True,Williams,0 days 00:21:52.349000,2025-03-14 01:37:20.358,1,,False,,False,False,100.296,100.29599999999999
245,0 days 00:24:52.158000,ALB,23,0 days 00:01:21.613000,2.0,1.0,,,28.248,18.363,35.002,0 days 00:23:58.793000,0 days 00:24:17.156000,0 days 00:24:52.158000,281.0,318.0,306.0,319.0,True,MEDIUM,2.0,True,Williams,0 days 00:23:30.545000,2025-03-14 01:38:58.554,1,,False,,False,True,81.613,81.613
246,0 days 00:41:02.988000,ALB,23,,3.0,1.0,,0 days 00:26:44.665000,46.898,22.499,,0 days 00:25:39.265000,0 days 00:26:01.675000,,124.0,276.0,,253.0,False,MEDIUM,3.0,True,Williams,0 days 00:24:52.158000,2025-03-14 01:40:20.167,15,,False,,False,False,,
247,0 days 00:42:45.857000,ALB,23,0 days 00:01:42.869000,4.0,2.0,0 days 00:41:05.053000,,40.477,19.259,43.133,0 days 00:41:43.465000,0 days 00:42:02.724000,0 days 00:42:45.857000,266.0,291.0,301.0,97.0,False,MEDIUM,4.0,False,Williams,0 days 00:41:05.053000,2025-03-14 01:56:33.062,1,,False,,False,False,102.869,102.869
248,0 days 00:44:06.327000,ALB,23,0 days 00:01:20.470000,5.0,2.0,,,27.835,18.142,34.493,0 days 00:43:13.692000,0 days 00:43:31.834000,0 days 00:44:06.327000,282.0,316.0,302.0,318.0,True,MEDIUM,5.0,False,Williams,0 days 00:42:45.857000,2025-03-14 01:58:13.866,12,,False,,False,True,80.47,80.47
249,0 days 00:46:01.593000,ALB,23,0 days 00:01:55.266000,6.0,2.0,,,44.21,26.577,44.479,0 days 00:44:50.537000,0 days 00:45:17.114000,0 days 00:46:01.593000,212.0,156.0,304.0,218.0,False,MEDIUM,6.0,False,Williams,0 days 00:44:06.327000,2025-03-14 01:59:34.336,1,,False,,False,True,115.266,115.266
250,0 days 00:47:39.709000,ALB,23,0 days 00:01:38.116000,7.0,2.0,,,30.294,26.119,41.703,0 days 00:46:31.887000,0 days 00:46:58.006000,0 days 00:47:39.709000,234.0,162.0,302.0,322.0,False,MEDIUM,7.0,False,Williams,0 days 00:46:01.593000,2025-03-14 02:01:29.602,1,,False,,False,True,98.116,98.116
251,0 days 00:48:58.728000,ALB,23,0 days 00:01:19.019000,8.0,2.0,,,27.371,17.813,33.835,0 days 00:48:07.080000,0 days 00:48:24.893000,0 days 00:48:58.728000,284.0,315.0,303.0,320.0,True,MEDIUM,8.0,False,Williams,0 days 00:47:39.709000,2025-03-14 02:03:07.718,1,,False,,False,True,79.019,79.019
252,0 days 00:50:52.732000,ALB,23,0 days 00:01:54.004000,9.0,2.0,,,37.81,28.474,47.72,0 days 00:49:36.538000,0 days 00:50:05.012000,0 days 00:50:52.732000,180.0,177.0,303.0,289.0,False,MEDIUM,9.0,False,Williams,0 days 00:48:58.728000,2025-03-14 02:04:26.737,1,,False,,False,True,114.004,114.004
253,0 days 01:03:52.770000,ALB,23,,10.0,2.0,,0 days 00:52:18.527000,27.055,17.72,,0 days 00:51:19.969000,0 days 00:51:37.767000,,285.0,317.0,,319.0,False,MEDIUM,10.0,False,Williams,0 days 00:50:52.732000,2025-03-14 02:06:20.741,15,,False,,False,False,,
254,0 days 01:06:06.629000,ALB,23,0 days 00:02:13.859000,11.0,3.0,0 days 01:03:57.924000,,58.585,19.901,55.373,0 days 01:04:51.355000,0 days 01:05:11.256000,0 days 01:06:06.629000,255.0,279.0,303.0,152.0,False,SOFT,1.0,True,Williams,0 days 01:03:57.924000,2025-03-14 02:19:25.933,1,,False,,False,False,133.859,133.859
255,0 days 01:07:24.550000,ALB,23,0 days 00:01:17.921000,12.0,3.0,,,26.937,17.565,33.419,0 days 01:06:33.566000,0 days 01:06:51.131000,0 days 01:07:24.550000,286.0,321.0,301.0,320.0,True,SOFT,2.0,True,Williams,0 days 01:06:06.629000,2025-03-14 02:21:34.638,1,,False,,False,True,77.921,77.92099999999999
256,0 days 01:09:55.310000,ALB,23,,13.0,3.0,,0 days 01:09:35.446000,46.773,28.063,75.803,0 days 01:08:11.494000,0 days 01:08:39.647000,0 days 01:09:55.326000,211.0,198.0,,270.0,False,SOFT,3.0,True,Williams,0 days 01:07:24.550000,2025-03-14 02:22:52.559,1,,False,,False,False,,150.639
257,0 days 01:12:09.938000,ALB,23,0 days 00:02:14.628000,14.0,4.0,0 days 01:09:57.183000,,47.701,21.483,65.444,0 days 01:10:43.011000,0 days 01:11:04.494000,0 days 01:12:09.938000,220.0,292.0,307.0,164.0,False,SOFT,4.0,False,Williams,0 days 01:09:55.310000,2025-03-14 02:25:23.319,1,,False,,False,False,134.628,134.628
258,0 days 01:13:27.651000,ALB,23,0 days 00:01:17.713000,15.0,4.0,,,26.866,17.553,33.294,0 days 01:12:36.804000,0 days 01:12:54.357000,0 days 01:13:27.651000,284.0,317.0,301.0,322.0,True,SOFT,5.0,False,Williams,0 days 01:12:09.938000,2025-03-14 02:27:37.947,1,,False,,False,True,77.713,77.713
259,0 days 01:15:25.634000,ALB,23,0 days 00:01:57.983000,16.0,4.0,,,40.643,27.082,50.258,0 days 01:14:08.294000,0 days 01:14:35.376000,0 days 01:15:25.634000,201.0,122.0,264.0,249.0,False,SOFT,6.0,False,Williams,0 days 01:13:27.651000,2025-03-14 02:28:55.660,12,,False,,False,True,117.983,117.983
260,0 days 01:17:56.939000,ALB,23,,17.0,4.0,,,38.753,25.213,87.357,0 days 01:16:04.490000,0 days 01:16:29.668000,0 days 01:17:56.939000,173.0,217.0,11.0,254.0,False,SOFT,7.0,False,Williams,0 days 01:15:25.634000,2025-03-14 02:30:53.643,1,,False,,False,False,,151.323
261,0 days 01:19:25.004000,ALB,23,,18.0,4.0,,0 days 01:19:25.004000,32.262,20.193,,0 days 01:18:29.240000,0 days 01:18:49.441000,,265.0,262.0,,252.0,False,SOFT,8.0,False,Williams,0 days 01:17:56.939000,2025-03-14 02:33:24.948,1,,False,,False,False,,
262,0 days 00:16:37.706000,HUL,27,,1.0,1.0,0 days 00:14:35.081000,0 days 00:16:17.737000,,21.765,59.197,,0 days 00:15:38.611000,0 days 00:16:37.706000,243.0,247.0,,174.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:14:35.081000,2025-03-14 01:30:03.090,1,,False,,False,False,,
263,0 days 00:18:47.132000,HUL,27,0 days 00:02:09.426000,2.0,2.0,0 days 00:16:39.719000,0 days 00:18:18.741000,38.407,21.577,69.442,0 days 00:17:16.113000,0 days 00:17:37.690000,0 days 00:18:47.132000,236.0,247.0,,218.0,False,MEDIUM,2.0,False,Kick Sauber,0 days 00:16:37.706000,2025-03-14 01:32:05.715,1,,False,,False,False,129.426,129.426
264,0 days 00:27:40.651000,HUL,27,,3.0,3.0,0 days 00:18:49.752000,0 days 00:20:27.700000,41.468,21.547,,0 days 00:19:28.788000,0 days 00:19:50.298000,,207.0,247.0,,167.0,False,MEDIUM,3.0,False,Kick Sauber,0 days 00:18:47.132000,2025-03-14 01:34:15.141,1,,False,,False,False,,
265,0 days 00:29:19.646000,HUL,27,0 days 00:01:38.995000,4.0,4.0,0 days 00:27:42.550000,,38.297,20.01,40.688,0 days 00:28:18.948000,0 days 00:28:38.958000,0 days 00:29:19.646000,249.0,278.0,294.0,208.0,False,MEDIUM,4.0,False,Kick Sauber,0 days 00:27:40.651000,2025-03-14 01:43:08.660,1,,False,,False,False,98.995,98.995
266,0 days 00:30:40.446000,HUL,27,0 days 00:01:20.800000,5.0,4.0,,,28.051,18.41,34.339,0 days 00:29:47.697000,0 days 00:30:06.107000,0 days 00:30:40.446000,277.0,311.0,299.0,312.0,True,MEDIUM,5.0,False,Kick Sauber,0 days 00:29:19.646000,2025-03-14 01:44:47.655,1,,False,,False,True,80.8,80.8
267,0 days 00:32:45.604000,HUL,27,0 days 00:02:05.158000,6.0,4.0,,,42.375,30.467,52.316,0 days 00:31:22.821000,0 days 00:31:53.288000,0 days 00:32:45.604000,147.0,171.0,293.0,251.0,False,MEDIUM,6.0,False,Kick Sauber,0 days 00:30:40.446000,2025-03-14 01:46:08.455,1,,False,,False,True,125.158,125.158
268,0 days 00:40:51.017000,HUL,27,,7.0,4.0,,0 days 00:34:29.974000,,,,,,,,,,311.0,False,MEDIUM,7.0,False,Kick Sauber,0 days 00:32:45.604000,2025-03-14 01:48:13.613,15,,False,,False,False,,
269,0 days 00:42:39.277000,HUL,27,0 days 00:01:48.260000,8.0,5.0,0 days 00:40:52.934000,,41.934,25.618,40.708,0 days 00:41:32.951000,0 days 00:41:58.569000,0 days 00:42:39.277000,211.0,206.0,294.0,177.0,False,MEDIUM,8.0,False,Kick Sauber,0 days 00:40:52.934000,2025-03-14 01:56:20.943,1,,False,,False,False,108.26,108.25999999999999
270,0 days 00:43:58.978000,HUL,27,0 days 00:01:19.701000,9.0,5.0,,,27.619,18.314,33.768,0 days 00:43:06.896000,0 days 00:43:25.210000,0 days 00:43:58.978000,277.0,309.0,293.0,312.0,True,MEDIUM,9.0,False,Kick Sauber,0 days 00:42:39.277000,2025-03-14 01:58:07.286,12,,False,,False,True,79.701,79.701
271,0 days 01:03:59.264000,HUL,27,,10.0,5.0,,0 days 00:45:46.937000,41.826,27.553,,0 days 00:44:41.035000,0 days 00:45:08.421000,,172.0,244.0,,228.0,False,MEDIUM,10.0,False,Kick Sauber,0 days 00:43:58.978000,2025-03-14 01:59:26.987,15,,False,,False,False,,
272,0 days 01:06:12.308000,HUL,27,0 days 00:02:13.044000,11.0,6.0,0 days 01:04:01.894000,,58.011,21.391,53.642,0 days 01:04:57.275000,0 days 01:05:18.666000,0 days 01:06:12.308000,245.0,279.0,298.0,79.0,False,SOFT,1.0,True,Kick Sauber,0 days 01:04:01.894000,2025-03-14 02:19:29.903,1,,False,,False,False,133.044,133.044
273,0 days 01:07:30.894000,HUL,27,0 days 00:01:18.586000,12.0,6.0,,,27.21,17.93,33.446,0 days 01:06:39.518000,0 days 01:06:57.448000,0 days 01:07:30.894000,280.0,315.0,299.0,316.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:06:12.308000,2025-03-14 02:21:40.317,1,,False,,False,True,78.586,78.586
274,0 days 01:09:40.578000,HUL,27,0 days 00:02:09.684000,13.0,6.0,,,45.172,27.913,56.599,0 days 01:08:16.066000,0 days 01:08:43.979000,0 days 01:09:40.578000,127.0,198.0,181.0,216.0,False,SOFT,3.0,True,Kick Sauber,0 days 01:07:30.894000,2025-03-14 02:22:58.903,1,,False,,False,True,129.684,129.684
275,0 days 01:11:51.871000,HUL,27,0 days 00:02:11.293000,14.0,6.0,,,50.26,31.853,49.18,0 days 01:10:30.838000,0 days 01:11:02.691000,0 days 01:11:51.871000,140.0,230.0,297.0,146.0,False,SOFT,4.0,True,Kick Sauber,0 days 01:09:40.578000,2025-03-14 02:25:08.587,1,,False,,False,True,131.293,131.293
276,0 days 01:13:11.229000,HUL,27,0 days 00:01:19.358000,15.0,6.0,,,27.211,17.813,34.334,0 days 01:12:19.082000,0 days 01:12:36.895000,0 days 01:13:11.229000,280.0,318.0,252.0,315.0,False,SOFT,5.0,True,Kick Sauber,0 days 01:11:51.871000,2025-03-14 02:27:19.880,1,,False,,False,True,79.358,79.358
277,0 days 01:14:52.839000,HUL,27,0 days 00:01:41.610000,16.0,6.0,,,43.34,20.077,38.193,0 days 01:13:54.569000,0 days 01:14:14.646000,0 days 01:14:52.839000,242.0,292.0,277.0,205.0,False,SOFT,6.0,True,Kick Sauber,0 days 01:13:11.229000,2025-03-14 02:28:39.238,12,,False,,False,True,101.61,101.61
278,0 days 01:17:12.925000,HUL,27,0 days 00:02:20.086000,17.0,6.0,,,32.973,25.982,81.131,0 days 01:15:25.812000,0 days 01:15:51.794000,0 days 01:17:12.925000,212.0,189.0,8.0,269.0,False,SOFT,7.0,True,Kick Sauber,0 days 01:14:52.839000,2025-03-14 02:30:20.848,1,,False,,False,True,140.086,140.086
279,0 days 01:18:40.354000,HUL,27,,18.0,6.0,,0 days 01:18:40.354000,32.982,19.281,,0 days 01:17:46.077000,0 days 01:18:05.437000,,257.0,290.0,,245.0,False,SOFT,8.0,True,Kick Sauber,0 days 01:17:12.925000,2025-03-14 02:32:40.934,1,,False,,False,False,,
280,0 days 00:17:39.633000,LAW,30,0 days 00:01:51.829000,1.0,1.0,0 days 00:15:52.078000,,47.51,20.758,43.561,0 days 00:16:35.540000,0 days 00:16:56.264000,0 days 00:17:39.725000,252.0,271.0,299.0,169.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:15:52.078000,2025-03-14 01:31:20.087,1,,False,,False,False,111.829,111.82900000000001
281,0 days 00:19:02.556000,LAW,30,0 days 00:01:22.923000,2.0,1.0,,,28.922,18.374,35.627,0 days 00:18:08.555000,0 days 00:18:26.929000,0 days 00:19:02.556000,276.0,322.0,299.0,319.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:17:39.633000,2025-03-14 01:33:07.642,1,,False,,False,True,82.923,82.923
282,0 days 00:21:12.405000,LAW,30,0 days 00:02:09.849000,3.0,1.0,,,42.208,28.677,58.964,0 days 00:19:44.764000,0 days 00:20:13.441000,0 days 00:21:12.405000,170.0,223.0,300.0,233.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:19:02.556000,2025-03-14 01:34:30.565,1,,False,,False,True,129.849,129.849
283,0 days 00:22:32.722000,LAW,30,0 days 00:01:20.317000,4.0,1.0,,,27.949,17.993,34.375,0 days 00:21:40.354000,0 days 00:21:58.347000,0 days 00:22:32.722000,282.0,323.0,302.0,321.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:21:12.405000,2025-03-14 01:36:40.414,1,,False,,False,True,80.317,80.31700000000001
284,0 days 00:24:56.723000,LAW,30,0 days 00:02:24.001000,5.0,1.0,,,46.844,38.517,58.64,0 days 00:23:19.566000,0 days 00:23:58.083000,0 days 00:24:56.723000,144.0,106.0,302.0,266.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:22:32.722000,2025-03-14 01:38:00.731,1,,False,,False,True,144.001,144.001
285,0 days 00:26:16.214000,LAW,30,0 days 00:01:19.491000,6.0,1.0,,,27.598,17.891,34.002,0 days 00:25:24.321000,0 days 00:25:42.212000,0 days 00:26:16.214000,284.0,323.0,302.0,323.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:24:56.723000,2025-03-14 01:40:24.732,1,,False,,False,True,79.491,79.491
286,0 days 00:28:43.422000,LAW,30,0 days 00:02:27.208000,7.0,1.0,,0 days 00:28:17.313000,45.449,31.628,70.131,0 days 00:27:01.663000,0 days 00:27:33.291000,0 days 00:28:43.422000,137.0,227.0,,263.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:26:16.214000,2025-03-14 01:41:44.223,1,,False,,False,False,147.208,147.208
287,0 days 00:30:33.113000,LAW,30,0 days 00:01:49.691000,8.0,2.0,0 days 00:28:45.426000,,42.569,24.759,42.363,0 days 00:29:25.991000,0 days 00:29:50.750000,0 days 00:30:33.113000,226.0,235.0,302.0,122.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 00:28:43.422000,2025-03-14 01:44:11.431,1,,False,,False,False,109.691,109.691
288,0 days 00:31:51.928000,LAW,30,0 days 00:01:18.815000,9.0,2.0,,,27.378,17.831,33.606,0 days 00:31:00.491000,0 days 00:31:18.322000,0 days 00:31:51.928000,284.0,318.0,302.0,321.0,True,MEDIUM,9.0,False,Red Bull Racing,0 days 00:30:33.113000,2025-03-14 01:46:01.122,1,,False,,False,True,78.815,78.815
289,0 days 00:45:44.529000,LAW,30,,10.0,2.0,,0 days 00:33:37.276000,33.257,23.66,,0 days 00:32:25.329000,0 days 00:32:49.020000,,224.0,246.0,,292.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 00:31:51.928000,2025-03-14 01:47:19.937,152,,False,,False,False,,
290,0 days 00:47:49.899000,LAW,30,0 days 00:02:05.370000,11.0,3.0,0 days 00:45:46.595000,,50.231,23.599,51.54,0 days 00:46:34.760000,0 days 00:46:58.359000,0 days 00:47:49.899000,224.0,263.0,301.0,98.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:45:46.595000,2025-03-14 02:01:14.604,1,,False,,False,False,125.37,125.37
291,0 days 00:49:41.048000,LAW,30,0 days 00:01:51.149000,12.0,3.0,,,29.357,33.743,48.049,0 days 00:48:19.256000,0 days 00:48:52.999000,0 days 00:49:41.048000,143.0,200.0,301.0,322.0,False,SOFT,2.0,True,Red Bull Racing,0 days 00:47:49.899000,2025-03-14 02:03:17.908,1,,False,,False,True,111.149,111.149
292,0 days 00:50:59.816000,LAW,30,0 days 00:01:18.768000,13.0,3.0,,,27.404,17.757,33.607,0 days 00:50:08.452000,0 days 00:50:26.209000,0 days 00:50:59.816000,284.0,320.0,306.0,321.0,True,SOFT,3.0,True,Red Bull Racing,0 days 00:49:41.048000,2025-03-14 02:05:09.057,1,,False,,False,True,78.768,78.768
293,0 days 01:03:40.440000,LAW,30,,14.0,3.0,,0 days 00:53:21.659000,43.794,,,0 days 00:51:43.813000,,,161.0,,,270.0,False,SOFT,4.0,True,Red Bull Racing,0 days 00:50:59.816000,2025-03-14 02:06:27.825,15,,False,,False,False,,
294,0 days 01:05:50.816000,LAW,30,0 days 00:02:10.376000,15.0,4.0,0 days 01:03:45.592000,,54.842,25.469,50.065,0 days 01:04:35.282000,0 days 01:05:00.751000,0 days 01:05:50.816000,224.0,243.0,302.0,103.0,False,SOFT,5.0,False,Red Bull Racing,0 days 01:03:45.592000,2025-03-14 02:19:13.601,1,,False,,False,False,130.376,130.376
295,0 days 01:07:10.073000,LAW,30,0 days 00:01:19.257000,16.0,4.0,,,27.494,17.678,34.085,0 days 01:06:18.310000,0 days 01:06:35.988000,0 days 01:07:10.073000,283.0,321.0,303.0,322.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:05:50.816000,2025-03-14 02:21:18.825,1,,False,,False,True,79.257,79.257
296,0 days 01:09:37.551000,LAW,30,0 days 00:02:27.478000,17.0,4.0,,,43.811,36.814,66.853,0 days 01:07:53.884000,0 days 01:08:30.698000,0 days 01:09:37.551000,130.0,158.0,152.0,292.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:07:10.073000,2025-03-14 02:22:38.082,1,,False,,False,True,147.478,147.478
297,0 days 01:11:31.711000,LAW,30,0 days 00:01:54.160000,18.0,4.0,,,42.512,28.259,43.389,0 days 01:10:20.063000,0 days 01:10:48.322000,0 days 01:11:31.711000,191.0,187.0,302.0,191.0,False,SOFT,8.0,False,Red Bull Racing,0 days 01:09:37.551000,2025-03-14 02:25:05.560,1,,False,,False,True,114.16,114.16
298,0 days 01:12:50.166000,LAW,30,0 days 00:01:18.455000,19.0,4.0,,,27.303,17.72,33.432,0 days 01:11:59.014000,0 days 01:12:16.734000,0 days 01:12:50.166000,283.0,319.0,305.0,321.0,True,SOFT,9.0,False,Red Bull Racing,0 days 01:11:31.711000,2025-03-14 02:26:59.720,1,,False,,False,True,78.455,78.455
299,0 days 01:14:39.233000,LAW,30,0 days 00:01:49.067000,20.0,4.0,,,41.046,23.278,44.743,0 days 01:13:31.212000,0 days 01:13:54.490000,0 days 01:14:39.233000,213.0,240.0,267.0,305.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:12:50.166000,2025-03-14 02:28:18.175,12,,False,,False,True,109.067,109.06700000000001
300,0 days 01:17:11.359000,LAW,30,,21.0,4.0,,,38.983,19.684,93.37,0 days 01:15:18.381000,0 days 01:15:38.008000,0 days 01:17:11.359000,243.0,281.0,66.0,216.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:14:39.233000,2025-03-14 02:30:07.242,1,,False,,False,False,,152.037
301,0 days 01:18:46.372000,LAW,30,,22.0,4.0,,0 days 01:18:46.372000,31.413,22.887,,0 days 01:17:42.802000,0 days 01:18:05.734000,,265.0,240.0,,253.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:17:11.359000,2025-03-14 02:32:39.368,1,,False,,False,False,,
302,0 days 00:20:53.875000,OCO,31,0 days 00:02:15.536000,1.0,1.0,0 days 00:18:42.268000,,52.619,27.748,55.169,0 days 00:19:31.199000,0 days 00:19:58.903000,0 days 00:20:54.037000,215.0,198.0,290.0,143.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:18:42.268000,2025-03-14 01:34:10.277,1,,False,,False,False,135.536,135.536
303,0 days 00:22:17.507000,OCO,31,0 days 00:01:23.632000,2.0,1.0,,,29.532,18.628,35.472,0 days 00:21:23.407000,0 days 00:21:42.035000,0 days 00:22:17.507000,265.0,307.0,295.0,290.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:20:53.875000,2025-03-14 01:36:21.884,1,,False,,False,True,83.632,83.632
304,0 days 00:24:18.691000,OCO,31,0 days 00:02:01.184000,3.0,1.0,,,42.963,29.376,48.845,0 days 00:23:00.470000,0 days 00:23:29.846000,0 days 00:24:18.691000,137.0,105.0,295.0,169.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:22:17.507000,2025-03-14 01:37:45.516,1,,False,,False,True,121.184,121.184
305,0 days 00:25:39.294000,OCO,31,0 days 00:01:20.603000,4.0,1.0,,,28.056,18.193,34.354,0 days 00:24:46.747000,0 days 00:25:04.940000,0 days 00:25:39.294000,271.0,309.0,297.0,302.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 00:24:18.691000,2025-03-14 01:39:46.700,1,,False,,False,True,80.603,80.60300000000001
306,0 days 00:27:43.003000,OCO,31,0 days 00:02:03.709000,5.0,1.0,,,45.41,29.496,48.803,0 days 00:26:24.704000,0 days 00:26:54.200000,0 days 00:27:43.003000,160.0,174.0,294.0,247.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 00:25:39.294000,2025-03-14 01:41:07.303,1,,False,,False,True,123.709,123.70899999999999
307,0 days 00:29:02.986000,OCO,31,0 days 00:01:19.983000,6.0,1.0,,,27.767,18.011,34.205,0 days 00:28:10.770000,0 days 00:28:28.781000,0 days 00:29:02.986000,273.0,306.0,296.0,301.0,True,MEDIUM,6.0,True,Haas F1 Team,0 days 00:27:43.003000,2025-03-14 01:43:11.012,1,,False,,False,True,79.983,79.983
308,0 days 00:47:49.141000,OCO,31,,7.0,1.0,,0 days 00:30:51.434000,33.258,23.478,,0 days 00:29:36.474000,0 days 00:29:59.975000,,224.0,237.0,,262.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 00:29:02.986000,2025-03-14 01:44:30.995,152,,False,,False,False,,
309,0 days 00:49:53.142000,OCO,31,0 days 00:02:04.001000,8.0,2.0,0 days 00:47:52.723000,,55.081,20.131,48.789,0 days 00:48:44.222000,0 days 00:49:04.353000,0 days 00:49:53.142000,253.0,295.0,296.0,116.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:47:52.723000,2025-03-14 02:03:20.732,1,,False,,False,False,124.001,124.001
310,0 days 00:51:12.281000,OCO,31,0 days 00:01:19.139000,9.0,2.0,,,27.397,17.933,33.809,0 days 00:50:20.539000,0 days 00:50:38.472000,0 days 00:51:12.281000,283.0,314.0,299.0,315.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:49:53.142000,2025-03-14 02:05:21.151,1,,False,,False,True,79.139,79.139
311,0 days 01:09:15.505000,OCO,31,,10.0,2.0,,0 days 00:53:43.273000,,,,,,,,,,221.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:51:12.281000,2025-03-14 02:06:40.290,15,,False,,False,False,,
312,0 days 01:10:55.643000,OCO,31,0 days 00:01:40.138000,11.0,3.0,0 days 01:09:17.595000,,42.302,19.326,38.51,0 days 01:09:57.807000,0 days 01:10:17.133000,0 days 01:10:55.643000,254.0,254.0,298.0,143.0,False,SOFT,4.0,False,Haas F1 Team,0 days 01:09:17.595000,2025-03-14 02:24:45.604,1,,False,,False,False,100.138,100.138
313,0 days 01:12:15.472000,OCO,31,0 days 00:01:19.829000,12.0,3.0,,,27.505,17.837,34.487,0 days 01:11:23.148000,0 days 01:11:40.985000,0 days 01:12:15.472000,279.0,315.0,269.0,317.0,False,SOFT,5.0,False,Haas F1 Team,0 days 01:10:55.643000,2025-03-14 02:26:23.652,1,,False,,False,True,79.829,79.82900000000001
314,0 days 01:14:19.030000,OCO,31,0 days 00:02:03.558000,13.0,3.0,,,44.109,28.169,51.28,0 days 01:12:59.581000,0 days 01:13:27.750000,0 days 01:14:19.030000,106.0,191.0,297.0,122.0,False,SOFT,6.0,False,Haas F1 Team,0 days 01:12:15.472000,2025-03-14 02:27:43.481,12,,False,,False,True,123.558,123.558
315,0 days 01:15:38.848000,OCO,31,0 days 00:01:19.818000,14.0,3.0,,,27.482,18.136,34.2,0 days 01:14:46.512000,0 days 01:15:04.648000,0 days 01:15:38.848000,281.0,296.0,291.0,316.0,False,SOFT,7.0,False,Haas F1 Team,0 days 01:14:19.030000,2025-03-14 02:29:47.039,1,,False,,False,True,79.818,79.818
316,0 days 01:18:21.331000,OCO,31,,15.0,3.0,,,39.449,29.226,93.714,0 days 01:16:18.547000,0 days 01:16:47.617000,0 days 01:18:21.355000,154.0,184.0,167.0,285.0,False,SOFT,8.0,False,Haas F1 Team,0 days 01:15:38.848000,2025-03-14 02:31:06.857,1,,False,,False,False,,162.389
317,0 days 01:19:52.941000,OCO,31,,16.0,3.0,,0 days 01:19:52.941000,31.113,20.703,,0 days 01:18:52.542000,0 days 01:19:13.206000,,245.0,276.0,,260.0,False,SOFT,9.0,False,Haas F1 Team,0 days 01:18:21.331000,2025-03-14 02:33:49.340,1,,False,,False,False,,
