,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
84,0 days 01:12:47.894000,HAD,6,0 days 00:02:01.996000,21.0,5.0,0 days 01:10:48.713000,,49.019,26.298,46.679,0 days 01:11:34.917000,0 days 01:12:01.215000,0 days 01:12:47.894000,214.0,220.0,303.0,105.0,False,SOFT,1.0,True,Racing Bulls,0 days 01:10:45.898000,2025-03-14 02:26:13.907,1,,False,,False,False,121.996,121.996
85,0 days 01:14:05.741000,HAD,6,0 days 00:01:17.847000,22.0,5.0,,,26.901,17.545,33.401,0 days 01:13:14.795000,0 days 01:13:32.340000,0 days 01:14:05.741000,285.0,320.0,303.0,322.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:12:47.894000,2025-03-14 02:28:15.903,12,,False,,False,True,77.847,77.84700000000001
86,0 days 01:16:16.616000,HAD,6,0 days 00:02:10.875000,23.0,5.0,,,44.155,26.752,59.968,0 days 01:14:49.896000,0 days 01:15:16.648000,0 days 01:16:16.616000,222.0,237.0,171.0,262.0,False,SOFT,3.0,True,Racing Bulls,0 days 01:14:05.741000,2025-03-14 02:29:33.750,1,,False,,False,True,130.875,130.875
87,0 days 01:18:35.488000,HAD,6,0 days 00:02:18.872000,24.0,5.0,,,38.289,26.121,74.462,0 days 01:16:54.905000,0 days 01:17:21.026000,0 days 01:18:35.488000,205.0,201.0,112.0,225.0,False,SOFT,4.0,True,Racing Bulls,0 days 01:16:16.616000,2025-03-14 02:31:44.625,1,,False,,False,True,138.872,138.872
88,0 days 01:20:22.457000,HAD,6,,25.0,5.0,,0 days 01:20:22.457000,41.303,19.795,,0 days 01:19:16.928000,0 days 01:19:36.974000,,257.0,275.0,,257.0,False,SOFT,5.0,True,Racing Bulls,0 days 01:18:35.488000,2025-03-14 02:34:03.497,1,,False,,False,False,,
89,0 days 00:16:58.705000,DOO,7,0 days 00:01:58.194000,1.0,1.0,0 days 00:15:05.132000,,45.881,22.885,49.428,0 days 00:15:46.567000,0 days 00:16:09.603000,0 days 00:16:58.923000,198.0,305.0,297.0,172.0,False,MEDIUM,1.0,True,Alpine,0 days 00:15:05.132000,2025-03-14 01:30:33.141,1,,False,,False,False,118.194,118.194
90,0 days 00:18:20.512000,DOO,7,0 days 00:01:21.807000,2.0,1.0,,,28.382,18.158,35.267,0 days 00:17:27.087000,0 days 00:17:45.245000,0 days 00:18:20.512000,275.0,323.0,302.0,315.0,True,MEDIUM,2.0,True,Alpine,0 days 00:16:58.705000,2025-03-14 01:32:26.714,1,,False,,False,True,81.807,81.80700000000002
91,0 days 00:19:41.237000,DOO,7,0 days 00:01:20.725000,3.0,1.0,,,28.209,18.0,34.516,0 days 00:18:48.721000,0 days 00:19:06.721000,0 days 00:19:41.237000,276.0,319.0,302.0,318.0,True,MEDIUM,3.0,True,Alpine,0 days 00:18:20.512000,2025-03-14 01:33:48.521,1,,False,,False,True,80.725,80.725
92,0 days 00:21:48.262000,DOO,7,0 days 00:02:07.025000,4.0,1.0,,,42.749,30.143,54.133,0 days 00:20:23.986000,0 days 00:20:54.129000,0 days 00:21:48.262000,134.0,184.0,303.0,250.0,False,MEDIUM,4.0,True,Alpine,0 days 00:19:41.237000,2025-03-14 01:35:09.246,1,,False,,False,True,127.025,127.025
93,0 days 00:23:07.784000,DOO,7,0 days 00:01:19.522000,5.0,1.0,,,27.678,17.766,34.078,0 days 00:22:15.940000,0 days 00:22:33.706000,0 days 00:23:07.784000,281.0,321.0,302.0,322.0,True,MEDIUM,5.0,True,Alpine,0 days 00:21:48.262000,2025-03-14 01:37:16.271,1,,False,,False,True,79.522,79.522
94,0 days 00:25:12.591000,DOO,7,0 days 00:02:04.807000,6.0,1.0,,,42.519,29.69,52.598,0 days 00:23:50.303000,0 days 00:24:19.993000,0 days 00:25:12.591000,111.0,189.0,304.0,264.0,False,MEDIUM,6.0,True,Alpine,0 days 00:23:07.784000,2025-03-14 01:38:35.793,1,,False,,False,True,124.807,124.807
95,0 days 00:26:32.800000,DOO,7,0 days 00:01:20.209000,7.0,1.0,,,27.605,17.657,34.947,0 days 00:25:40.196000,0 days 00:25:57.853000,0 days 00:26:32.800000,283.0,322.0,301.0,323.0,False,MEDIUM,7.0,True,Alpine,0 days 00:25:12.591000,2025-03-14 01:40:40.600,1,,False,,False,True,80.209,80.209
96,0 days 00:28:41.967000,DOO,7,0 days 00:02:09.167000,8.0,1.0,,,45.566,32.189,51.412,0 days 00:27:18.366000,0 days 00:27:50.555000,0 days 00:28:41.967000,145.0,167.0,302.0,218.0,False,MEDIUM,8.0,True,Alpine,0 days 00:26:32.800000,2025-03-14 01:42:00.809,1,,False,,False,True,129.167,129.167
97,0 days 00:30:01.182000,DOO,7,0 days 00:01:19.215000,9.0,1.0,,,27.457,17.707,34.051,0 days 00:29:09.424000,0 days 00:29:27.131000,0 days 00:30:01.182000,283.0,320.0,304.0,322.0,True,MEDIUM,9.0,True,Alpine,0 days 00:28:41.967000,2025-03-14 01:44:09.976,1,,False,,False,True,79.215,79.215
98,0 days 00:32:19.320000,DOO,7,0 days 00:02:18.138000,10.0,1.0,,0 days 00:32:00.006000,38.415,27.527,72.196,0 days 00:30:39.597000,0 days 00:31:07.124000,0 days 00:32:19.320000,178.0,188.0,,254.0,False,MEDIUM,10.0,True,Alpine,0 days 00:30:01.182000,2025-03-14 01:45:29.191,1,,False,,False,False,138.138,138.138
99,0 days 01:02:49.937000,DOO,7,,11.0,2.0,0 days 00:32:21.476000,0 days 00:34:11.173000,34.54,,,0 days 00:32:54.206000,,,277.0,,,222.0,False,MEDIUM,11.0,False,Alpine,0 days 00:32:19.320000,2025-03-14 01:47:47.329,152,,False,,False,False,,
100,0 days 01:05:16.854000,DOO,7,0 days 00:02:26.917000,12.0,3.0,0 days 01:02:57.808000,,87.964,19.764,39.189,0 days 01:04:17.901000,0 days 01:04:37.665000,0 days 01:05:16.854000,248.0,304.0,303.0,147.0,False,SOFT,1.0,True,Alpine,0 days 01:02:57.808000,2025-03-14 02:18:25.817,1,,False,,False,False,146.917,146.917
101,0 days 01:06:35.381000,DOO,7,0 days 00:01:18.527000,13.0,3.0,,,27.399,17.59,33.538,0 days 01:05:44.253000,0 days 01:06:01.843000,0 days 01:06:35.381000,282.0,320.0,303.0,323.0,True,SOFT,2.0,True,Alpine,0 days 01:05:16.854000,2025-03-14 02:20:44.863,1,,False,,False,True,78.527,78.527
102,0 days 01:08:51.188000,DOO,7,0 days 00:02:15.807000,14.0,3.0,,,43.131,35.79,56.886,0 days 01:07:18.512000,0 days 01:07:54.302000,0 days 01:08:51.188000,124.0,144.0,218.0,248.0,False,SOFT,3.0,True,Alpine,0 days 01:06:35.381000,2025-03-14 02:22:03.390,1,,False,,False,True,135.807,135.807
103,0 days 01:10:39.810000,DOO,7,0 days 00:01:48.622000,15.0,3.0,,,45.246,22.757,40.619,0 days 01:09:36.434000,0 days 01:09:59.191000,0 days 01:10:39.810000,187.0,262.0,304.0,181.0,False,SOFT,4.0,True,Alpine,0 days 01:08:51.188000,2025-03-14 02:24:19.197,1,,False,,False,True,108.622,108.622
104,0 days 01:11:58.042000,DOO,7,0 days 00:01:18.232000,16.0,3.0,,,27.212,17.427,33.593,0 days 01:11:07.022000,0 days 01:11:24.449000,0 days 01:11:58.042000,283.0,321.0,306.0,323.0,True,SOFT,5.0,True,Alpine,0 days 01:10:39.810000,2025-03-14 02:26:07.819,1,,False,,False,True,78.232,78.232
105,0 days 01:13:22.507000,DOO,7,0 days 00:01:24.465000,17.0,3.0,,,28.85,18.089,37.526,0 days 01:12:26.892000,0 days 01:12:44.981000,0 days 01:13:22.507000,276.0,298.0,291.0,284.0,False,SOFT,6.0,True,Alpine,0 days 01:11:58.042000,2025-03-14 02:27:26.051,1,,False,,False,True,84.465,84.465
106,0 days 01:14:45.176000,DOO,7,0 days 00:01:22.669000,18.0,3.0,,,29.091,18.153,35.425,0 days 01:13:51.598000,0 days 01:14:09.751000,0 days 01:14:45.176000,275.0,300.0,295.0,299.0,False,SOFT,7.0,True,Alpine,0 days 01:13:22.507000,2025-03-14 02:28:50.516,12,,False,,False,True,82.669,82.669
107,0 days 01:17:22.517000,DOO,7,,19.0,3.0,,,37.453,28.501,91.257,0 days 01:15:22.812000,0 days 01:15:51.373000,0 days 01:17:22.517000,187.0,200.0,124.0,236.0,False,SOFT,8.0,True,Alpine,0 days 01:14:45.176000,2025-03-14 02:30:13.185,1,,False,,False,False,,157.211
108,0 days 01:18:48.856000,DOO,7,,20.0,3.0,,0 days 01:18:48.856000,29.788,19.44,,0 days 01:17:52.406000,0 days 01:18:11.755000,,282.0,303.0,,257.0,False,SOFT,9.0,True,Alpine,0 days 01:17:22.517000,2025-03-14 02:32:50.526,1,,False,,False,False,,
109,0 days 00:16:45.632000,GAS,10,0 days 00:01:49.445000,1.0,1.0,0 days 00:15:00.181000,,39.834,19.813,49.798,0 days 00:15:36.121000,0 days 00:15:56.048000,0 days 00:16:45.683000,263.0,305.0,298.0,202.0,False,MEDIUM,1.0,True,Alpine,0 days 00:15:00.181000,2025-03-14 01:30:28.190,1,,False,,False,False,109.445,109.44500000000001
110,0 days 00:18:06.706000,GAS,10,0 days 00:01:21.074000,2.0,1.0,,,28.51,18.133,34.431,0 days 00:17:14.142000,0 days 00:17:32.275000,0 days 00:18:06.706000,277.0,316.0,303.0,317.0,True,MEDIUM,2.0,True,Alpine,0 days 00:16:45.632000,2025-03-14 01:32:13.641,1,,False,,False,True,81.074,81.074
111,0 days 00:20:07.670000,GAS,10,0 days 00:02:00.964000,3.0,1.0,,,49.293,31.395,40.276,0 days 00:18:55.999000,0 days 00:19:27.394000,0 days 00:20:07.670000,158.0,198.0,300.0,248.0,False,MEDIUM,3.0,True,Alpine,0 days 00:18:06.706000,2025-03-14 01:33:34.715,1,,False,,False,True,120.964,120.964
112,0 days 00:21:26.976000,GAS,10,0 days 00:01:19.306000,4.0,1.0,,,27.564,17.876,33.866,0 days 00:20:35.234000,0 days 00:20:53.110000,0 days 00:21:26.976000,278.0,317.0,300.0,318.0,True,MEDIUM,4.0,True,Alpine,0 days 00:20:07.670000,2025-03-14 01:35:35.679,1,,False,,False,True,79.306,79.306
113,0 days 00:23:56.229000,GAS,10,0 days 00:02:29.253000,5.0,1.0,,,50.36,43.343,55.55,0 days 00:22:17.336000,0 days 00:23:00.679000,0 days 00:23:56.229000,110.0,182.0,300.0,265.0,False,MEDIUM,5.0,True,Alpine,0 days 00:21:26.976000,2025-03-14 01:36:54.985,1,,False,,False,True,149.253,149.253
114,0 days 00:25:14.799000,GAS,10,0 days 00:01:18.570000,6.0,1.0,,,27.447,17.704,33.419,0 days 00:24:23.676000,0 days 00:24:41.380000,0 days 00:25:14.799000,278.0,316.0,304.0,318.0,True,MEDIUM,6.0,True,Alpine,0 days 00:23:56.229000,2025-03-14 01:39:24.238,1,,False,,False,True,78.57,78.57
115,0 days 00:27:20.684000,GAS,10,0 days 00:02:05.885000,7.0,1.0,,0 days 00:27:00.173000,38.744,23.546,63.595,0 days 00:25:53.543000,0 days 00:26:17.089000,0 days 00:27:20.684000,193.0,268.0,,275.0,False,MEDIUM,7.0,True,Alpine,0 days 00:25:14.799000,2025-03-14 01:40:42.808,1,,False,,False,False,125.885,125.88499999999999
116,0 days 00:28:49.259000,GAS,10,0 days 00:01:28.575000,8.0,2.0,0 days 00:27:22.645000,,35.031,18.474,35.07,0 days 00:27:55.715000,0 days 00:28:14.189000,0 days 00:28:49.259000,280.0,283.0,287.0,211.0,False,MEDIUM,8.0,False,Alpine,0 days 00:27:20.684000,2025-03-14 01:42:48.693,1,,False,,False,False,88.575,88.57499999999999
117,0 days 00:45:25.204000,GAS,10,,9.0,2.0,,0 days 00:30:09.927000,28.185,18.229,,0 days 00:29:17.687000,0 days 00:29:35.845000,,282.0,292.0,,292.0,False,MEDIUM,9.0,False,Alpine,0 days 00:28:49.259000,2025-03-14 01:44:17.268,152,,False,,False,False,,
118,0 days 00:46:57.969000,GAS,10,0 days 00:01:32.765000,10.0,3.0,0 days 00:45:27.281000,,36.383,19.303,37.079,0 days 00:46:01.587000,0 days 00:46:20.890000,0 days 00:46:57.969000,260.0,303.0,302.0,203.0,False,SOFT,1.0,True,Alpine,0 days 00:45:27.281000,2025-03-14 02:00:55.290,1,,False,,False,False,92.765,92.76500000000001
119,0 days 00:48:16.474000,GAS,10,0 days 00:01:18.505000,11.0,3.0,,,27.035,17.63,33.84,0 days 00:47:25.004000,0 days 00:47:42.634000,0 days 00:48:16.474000,279.0,315.0,299.0,320.0,True,SOFT,2.0,True,Alpine,0 days 00:46:57.969000,2025-03-14 02:02:25.978,1,,False,,False,True,78.505,78.505
120,0 days 00:51:24.935000,GAS,10,,12.0,3.0,,0 days 00:51:14.101000,60.559,47.403,80.298,0 days 00:49:17.340000,0 days 00:50:04.637000,0 days 00:51:24.960000,101.0,101.0,,213.0,False,SOFT,3.0,True,Alpine,0 days 00:48:16.474000,2025-03-14 02:03:44.483,1,,False,,False,False,,188.26
121,0 days 01:03:55.804000,GAS,10,,13.0,4.0,0 days 00:51:27.118000,0 days 00:54:00.221000,,,,,,,,,,107.0,False,SOFT,4.0,False,Alpine,0 days 00:51:24.935000,2025-03-14 02:06:52.944,15,,False,,False,False,,
122,0 days 01:05:57.887000,GAS,10,,14.0,5.0,0 days 01:03:55.804000,,,19.67,40.68,,0 days 01:05:17.368000,0 days 01:05:57.954000,252.0,287.0,277.0,137.0,False,MEDIUM,10.0,False,Alpine,0 days 01:03:55.804000,2025-03-14 02:19:23.813,1,,False,,False,False,,
123,0 days 01:07:21.697000,GAS,10,0 days 00:01:23.810000,15.0,5.0,,,29.257,18.545,36.008,0 days 01:06:27.144000,0 days 01:06:45.689000,0 days 01:07:21.697000,267.0,288.0,280.0,286.0,False,MEDIUM,11.0,False,Alpine,0 days 01:05:57.887000,2025-03-14 02:21:25.896,1,,False,,False,True,83.81,83.81
124,0 days 01:08:45.392000,GAS,10,0 days 00:01:23.695000,16.0,5.0,,,29.144,18.627,35.924,0 days 01:07:50.841000,0 days 01:08:09.468000,0 days 01:08:45.392000,268.0,288.0,283.0,287.0,False,MEDIUM,12.0,False,Alpine,0 days 01:07:21.697000,2025-03-14 02:22:49.706,1,,False,,False,True,83.695,83.695
125,0 days 01:10:08.961000,GAS,10,0 days 00:01:23.569000,17.0,5.0,,,29.004,18.522,36.043,0 days 01:09:14.396000,0 days 01:09:32.918000,0 days 01:10:08.961000,275.0,290.0,283.0,288.0,False,MEDIUM,13.0,False,Alpine,0 days 01:08:45.392000,2025-03-14 02:24:13.401,1,,False,,False,True,83.569,83.56899999999999
126,0 days 01:11:32.920000,GAS,10,0 days 00:01:23.959000,18.0,5.0,,,29.225,18.574,36.16,0 days 01:10:38.186000,0 days 01:10:56.760000,0 days 01:11:32.920000,270.0,290.0,289.0,287.0,False,MEDIUM,14.0,False,Alpine,0 days 01:10:08.961000,2025-03-14 02:25:36.970,1,,False,,False,True,83.959,83.959
127,0 days 01:12:56.284000,GAS,10,0 days 00:01:23.364000,19.0,5.0,,,29.022,18.427,35.915,0 days 01:12:01.942000,0 days 01:12:20.369000,0 days 01:12:56.284000,277.0,295.0,284.0,295.0,False,MEDIUM,15.0,False,Alpine,0 days 01:11:32.920000,2025-03-14 02:27:00.929,1,,False,,False,True,83.364,83.364
128,0 days 01:14:19.864000,GAS,10,0 days 00:01:23.580000,20.0,5.0,,,29.347,18.428,35.805,0 days 01:13:25.631000,0 days 01:13:44.059000,0 days 01:14:19.864000,276.0,295.0,290.0,290.0,False,MEDIUM,16.0,False,Alpine,0 days 01:12:56.284000,2025-03-14 02:28:24.293,12,,False,,False,True,83.58,83.58000000000001
129,0 days 01:15:43.497000,GAS,10,0 days 00:01:23.633000,21.0,5.0,,,29.108,18.444,36.081,0 days 01:14:48.972000,0 days 01:15:07.416000,0 days 01:15:43.497000,277.0,297.0,284.0,300.0,False,MEDIUM,17.0,False,Alpine,0 days 01:14:19.864000,2025-03-14 02:29:47.873,1,,False,,False,True,83.633,83.63300000000001
130,0 days 01:18:19.225000,GAS,10,,22.0,5.0,,,38.931,24.433,92.382,0 days 01:16:22.566000,0 days 01:16:47.054000,0 days 01:18:19.225000,239.0,254.0,4.0,256.0,False,MEDIUM,18.0,False,Alpine,0 days 01:15:43.497000,2025-03-14 02:31:11.506,1,,False,,False,False,,155.746
131,0 days 01:19:50.377000,GAS,10,,23.0,5.0,,0 days 01:19:50.377000,32.461,19.707,,0 days 01:18:51.840000,0 days 01:19:11.512000,,273.0,299.0,,240.0,False,MEDIUM,19.0,False,Alpine,0 days 01:18:19.225000,2025-03-14 02:33:47.234,1,,False,,False,False,,
132,0 days 00:18:30.609000,ANT,12,0 days 00:02:23.542000,1.0,1.0,0 days 00:16:10.205000,,67.135,23.169,53.238,0 days 00:17:14.525000,0 days 00:17:37.608000,0 days 00:18:30.846000,113.0,286.0,282.0,186.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:16:10.205000,2025-03-14 01:31:38.214,1,,False,,False,False,143.542,143.542
133,0 days 00:20:14.009000,ANT,12,0 days 00:01:43.400000,2.0,1.0,,,34.859,22.905,45.636,0 days 00:19:05.468000,0 days 00:19:28.373000,0 days 00:20:14.009000,241.0,248.0,300.0,259.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:18:30.609000,2025-03-14 01:33:58.618,1,,False,,False,True,103.4,103.4
134,0 days 00:21:35.651000,ANT,12,0 days 00:01:21.642000,3.0,1.0,,,28.288,18.333,35.021,0 days 00:20:42.297000,0 days 00:21:00.630000,0 days 00:21:35.651000,278.0,318.0,305.0,318.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:20:14.009000,2025-03-14 01:35:42.018,1,,False,,False,True,81.642,81.642
135,0 days 00:23:47.573000,ANT,12,0 days 00:02:11.922000,4.0,1.0,,,42.486,33.057,56.379,0 days 00:22:18.137000,0 days 00:22:51.194000,0 days 00:23:47.573000,161.0,138.0,300.0,269.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:21:35.651000,2025-03-14 01:37:03.660,1,,False,,False,True,131.922,131.922
136,0 days 00:25:07.583000,ANT,12,0 days 00:01:20.010000,5.0,1.0,,,27.761,18.085,34.164,0 days 00:24:15.334000,0 days 00:24:33.419000,0 days 00:25:07.583000,281.0,316.0,303.0,317.0,True,MEDIUM,5.0,True,Mercedes,0 days 00:23:47.573000,2025-03-14 01:39:15.582,1,,False,,False,True,80.01,80.01
137,0 days 00:27:34.483000,ANT,12,0 days 00:02:26.900000,6.0,1.0,,0 days 00:27:23.726000,46.428,31.717,68.755,0 days 00:25:54.011000,0 days 00:26:25.728000,0 days 00:27:34.483000,137.0,139.0,,267.0,False,MEDIUM,6.0,True,Mercedes,0 days 00:25:07.583000,2025-03-14 01:40:35.592,1,,False,,False,False,146.9,146.89999999999998
138,0 days 00:29:25.757000,ANT,12,0 days 00:01:51.274000,7.0,2.0,0 days 00:27:36.570000,,43.025,21.888,46.361,0 days 00:28:17.508000,0 days 00:28:39.396000,0 days 00:29:25.757000,240.0,267.0,301.0,169.0,False,MEDIUM,7.0,False,Mercedes,0 days 00:27:34.483000,2025-03-14 01:43:02.492,1,,False,,False,False,111.274,111.274
139,0 days 00:30:44.672000,ANT,12,0 days 00:01:18.915000,8.0,2.0,,,27.277,17.773,33.865,0 days 00:29:53.034000,0 days 00:30:10.807000,0 days 00:30:44.672000,284.0,317.0,303.0,318.0,True,MEDIUM,8.0,False,Mercedes,0 days 00:29:25.757000,2025-03-14 01:44:53.766,1,,False,,False,True,78.915,78.91499999999999
140,0 days 00:42:01.137000,ANT,12,,9.0,2.0,,0 days 00:32:28.344000,39.163,24.323,,0 days 00:31:24.140000,0 days 00:31:48.490000,,189.0,237.0,,281.0,False,MEDIUM,9.0,False,Mercedes,0 days 00:30:44.672000,2025-03-14 01:46:12.681,15,,False,,False,False,,
141,0 days 00:43:46.821000,ANT,12,0 days 00:01:45.684000,10.0,3.0,0 days 00:42:03.097000,,40.078,20.707,44.899,0 days 00:42:41.215000,0 days 00:43:01.922000,0 days 00:43:46.821000,249.0,295.0,303.0,173.0,False,SOFT,1.0,True,Mercedes,0 days 00:42:03.097000,2025-03-14 01:57:31.106,12,,False,,False,False,105.684,105.684
142,0 days 00:45:52.625000,ANT,12,0 days 00:02:05.804000,11.0,3.0,,,33.468,30.801,61.535,0 days 00:44:20.289000,0 days 00:44:51.090000,0 days 00:45:52.625000,215.0,156.0,302.0,320.0,False,SOFT,2.0,True,Mercedes,0 days 00:43:46.821000,2025-03-14 01:59:14.830,1,,False,,False,True,125.804,125.804
143,0 days 00:47:11.015000,ANT,12,0 days 00:01:18.390000,12.0,3.0,,,27.251,17.86,33.279,0 days 00:46:19.876000,0 days 00:46:37.736000,0 days 00:47:11.015000,284.0,316.0,306.0,,True,SOFT,3.0,True,Mercedes,0 days 00:45:52.625000,2025-03-14 02:01:20.634,1,,False,,False,True,78.39,78.39000000000001
144,0 days 00:49:31.665000,ANT,12,0 days 00:02:20.650000,13.0,3.0,,0 days 00:49:20.816000,45.621,32.473,62.556,0 days 00:47:56.636000,0 days 00:48:29.109000,0 days 00:49:31.665000,162.0,147.0,,256.0,False,SOFT,4.0,True,Mercedes,0 days 00:47:11.015000,2025-03-14 02:02:39.024,1,,False,,False,False,140.65,140.64999999999998
145,0 days 00:51:43.236000,ANT,12,0 days 00:02:11.571000,14.0,4.0,0 days 00:49:33.620000,,53.432,23.594,54.545,0 days 00:50:25.097000,0 days 00:50:48.691000,0 days 00:51:43.236000,177.0,239.0,303.0,80.0,False,SOFT,5.0,False,Mercedes,0 days 00:49:31.665000,2025-03-14 02:04:59.674,1,,False,,False,False,131.571,131.57100000000003
146,0 days 01:03:52.470000,ANT,12,,15.0,4.0,,0 days 00:54:01.926000,,,,,,,,,,321.0,False,SOFT,6.0,False,Mercedes,0 days 00:51:43.236000,2025-03-14 02:07:11.245,15,,False,,False,False,,
147,0 days 01:05:43.128000,ANT,12,,16.0,5.0,0 days 01:03:52.470000,,,19.112,43.917,,0 days 01:04:59.349000,0 days 01:05:43.224000,265.0,300.0,289.0,127.0,False,MEDIUM,10.0,False,Mercedes,0 days 01:03:52.470000,2025-03-14 02:19:20.479,1,,False,,False,False,,
148,0 days 01:07:06.779000,ANT,12,0 days 00:01:23.651000,17.0,5.0,,,28.875,18.615,36.161,0 days 01:06:12.003000,0 days 01:06:30.618000,0 days 01:07:06.779000,273.0,299.0,290.0,307.0,False,MEDIUM,11.0,False,Mercedes,0 days 01:05:43.128000,2025-03-14 02:21:11.137,1,,False,,False,True,83.651,83.651
149,0 days 01:08:29.878000,ANT,12,0 days 00:01:23.099000,18.0,5.0,,,28.554,18.531,36.014,0 days 01:07:35.333000,0 days 01:07:53.864000,0 days 01:08:29.878000,271.0,291.0,290.0,304.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:07:06.779000,2025-03-14 02:22:34.788,1,,False,,False,True,83.099,83.09899999999999
150,0 days 01:09:52.712000,ANT,12,0 days 00:01:22.834000,19.0,5.0,,,28.521,18.54,35.773,0 days 01:08:58.399000,0 days 01:09:16.939000,0 days 01:09:52.712000,270.0,291.0,290.0,298.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:08:29.878000,2025-03-14 02:23:57.887,1,,False,,False,True,82.834,82.834
151,0 days 01:11:16.902000,ANT,12,0 days 00:01:24.190000,20.0,5.0,,,29.597,18.743,35.85,0 days 01:10:22.309000,0 days 01:10:41.052000,0 days 01:11:16.902000,263.0,292.0,291.0,301.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:09:52.712000,2025-03-14 02:25:20.721,1,,False,,False,True,84.19,84.19
152,0 days 01:12:39.297000,ANT,12,0 days 00:01:22.395000,21.0,5.0,,,28.44,18.382,35.573,0 days 01:11:45.342000,0 days 01:12:03.724000,0 days 01:12:39.297000,278.0,299.0,290.0,300.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:11:16.902000,2025-03-14 02:26:44.911,1,,False,,False,True,82.395,82.39500000000001
153,0 days 01:14:02.211000,ANT,12,0 days 00:01:22.914000,22.0,5.0,,,28.451,18.388,36.075,0 days 01:13:07.748000,0 days 01:13:26.136000,0 days 01:14:02.211000,273.0,297.0,270.0,,False,MEDIUM,16.0,False,Mercedes,0 days 01:12:39.297000,2025-03-14 02:28:07.306,12,,False,,False,True,82.914,82.914
154,0 days 01:15:26.099000,ANT,12,0 days 00:01:23.888000,23.0,5.0,,,29.864,18.435,35.589,0 days 01:14:32.075000,0 days 01:14:50.510000,0 days 01:15:26.099000,276.0,301.0,286.0,277.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:14:02.211000,2025-03-14 02:29:30.220,1,,False,,False,True,83.888,83.888
155,0 days 01:18:14.330000,ANT,12,,24.0,5.0,,,40.664,24.647,,0 days 01:16:06.991000,0 days 01:16:31.543000,,133.0,209.0,122.0,243.0,False,MEDIUM,18.0,False,Mercedes,0 days 01:15:26.099000,2025-03-14 02:30:54.108,1,,False,,False,False,,
156,0 days 01:19:46.601000,ANT,12,,25.0,5.0,,0 days 01:19:46.601000,33.498,21.257,,0 days 01:18:47.839000,0 days 01:19:09.204000,,260.0,250.0,,225.0,False,MEDIUM,19.0,False,Mercedes,0 days 01:18:14.330000,2025-03-14 02:33:42.339,1,,False,,False,False,,
157,0 days 00:18:26.683000,ALO,14,0 days 00:01:45.389000,1.0,1.0,0 days 00:16:43.351000,,41.559,19.862,43.968,0 days 00:17:23.048000,0 days 00:17:43.041000,0 days 00:18:26.837000,259.0,310.0,289.0,184.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:16:43.351000,2025-03-14 01:32:11.360,1,,False,,False,False,105.389,105.389
158,0 days 00:19:48.386000,ALO,14,0 days 00:01:21.703000,2.0,1.0,,,28.428,18.482,34.793,0 days 00:18:55.111000,0 days 00:19:13.593000,0 days 00:19:48.386000,279.0,296.0,290.0,302.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:18:26.683000,2025-03-14 01:33:54.692,1,,False,,False,True,81.703,81.703
159,0 days 00:21:34.714000,ALO,14,0 days 00:01:46.328000,3.0,1.0,,,37.399,20.421,48.508,0 days 00:20:25.785000,0 days 00:20:46.206000,0 days 00:21:34.714000,230.0,272.0,304.0,238.0,False,MEDIUM,3.0,True,Aston Martin,0 days 00:19:48.386000,2025-03-14 01:35:16.395,1,,False,,False,True,106.328,106.328
160,0 days 00:22:53.542000,ALO,14,0 days 00:01:18.828000,4.0,1.0,,,27.191,17.802,33.835,0 days 00:22:01.905000,0 days 00:22:19.707000,0 days 00:22:53.542000,283.0,322.0,303.0,324.0,True,MEDIUM,4.0,True,Aston Martin,0 days 00:21:34.714000,2025-03-14 01:37:02.723,1,,False,,False,True,78.828,78.828
161,0 days 00:24:51.207000,ALO,14,0 days 00:01:57.665000,5.0,1.0,,,38.756,27.478,51.431,0 days 00:23:32.298000,0 days 00:23:59.776000,0 days 00:24:51.207000,216.0,264.0,305.0,186.0,False,MEDIUM,5.0,True,Aston Martin,0 days 00:22:53.542000,2025-03-14 01:38:21.551,1,,False,,False,True,117.665,117.665
